date,plant_id,plant_name,energy_source,mwh_produced
2022-02-01,PL05,Rovaniemi Plant,Hydro,401
2022-02-02,PL01,Vaasa Plant,Wind,90
2022-02-02,PL02,Espoo Plant,Solar,32
2022-02-02,PL03,Oulu Plant,Biomass,318
2022-02-02,PL04,Tampere Plant,Nuclear,1087
2022-02-02,PL05,Rovaniemi Plant,Hydro,412
2022-02-03,PL01,Vaasa Plant,Wind,93
2022-02-03,PL02,Espoo Plant,Solar,52
2022-02-03,PL03,Oulu Plant,Biomass,288
2022-02-03,PL04,Tampere Plant,Nuclear,1082
2022-02-03,PL05,Rovaniemi Plant,Hydro,387
2022-02-04,PL01,Vaasa Plant,Wind,92
2022-02-04,PL02,Espoo Plant,Solar,58
2022-02-04,PL03,Oulu Plant,Biomass,306
2022-02-04,PL04,Tampere Plant,Nuclear,1110
2022-02-04,PL05,Rovaniemi Plant,Hydro,387
2022-02-05,PL01,Vaasa Plant,Wind,114
2022-02-05,PL02,Espoo Plant,Solar,31
2022-02-05,PL03,Oulu Plant,Biomass,301
2022-02-05,PL04,Tampere Plant,Nuclear,1093
2022-02-05,PL05,Rovaniemi Plant,Hydro,400
2022-02-06,PL01,Vaasa Plant,Wind,87
2022-02-06,PL02,Espoo Plant,Solar,59
2022-02-06,PL03,Oulu Plant,Biomass,297
2022-02-06,PL04,Tampere Plant,Nuclear,1083
2022-02-06,PL05,Rovaniemi Plant,Hydro,393
2022-02-07,PL01,Vaasa Plant,Wind,119
2022-02-07,PL02,Espoo Plant,Solar,60
2022-02-07,PL03,Oulu Plant,Biomass,317
2022-02-07,PL04,Tampere Plant,Nuclear,1099
2022-02-07,PL05,Rovaniemi Plant,Hydro,384
2022-02-08,PL01,Vaasa Plant,Wind,80
2022-02-08,PL02,Espoo Plant,Solar,63
2022-02-08,PL03,Oulu Plant,Biomass,299
2022-02-08,PL04,Tampere Plant,Nuclear,1102
2022-02-08,PL05,Rovaniemi Plant,Hydro,417
2022-02-09,PL01,Vaasa Plant,Wind,99
2022-02-09,PL02,Espoo Plant,Solar,50
2022-02-09,PL03,Oulu Plant,Biomass,308
2022-02-09,PL04,Tampere Plant,Nuclear,1083
2022-02-09,PL05,Rovaniemi Plant,Hydro,389
2022-02-10,PL01,Vaasa Plant,Wind,80
2022-02-10,PL02,Espoo Plant,Solar,68
2022-02-10,PL03,Oulu Plant,Biomass,287
2022-02-10,PL04,Tampere Plant,Nuclear,1098
2022-02-10,PL05,Rovaniemi Plant,Hydro,408
2022-02-11,PL01,Vaasa Plant,Wind,111
2022-02-11,PL02,Espoo Plant,Solar,45
2022-02-11,PL03,Oulu Plant,Biomass,309
2022-02-11,PL04,Tampere Plant,Nuclear,1108
2022-02-11,PL05,Rovaniemi Plant,Hydro,419
2022-02-12,PL01,Vaasa Plant,Wind,97
2022-02-12,PL02,Espoo Plant,Solar,42
2022-02-12,PL03,Oulu Plant,Biomass,310
2022-02-12,PL04,Tampere Plant,Nuclear,1111
2022-02-12,PL05,Rovaniemi Plant,Hydro,391
2022-02-13,PL01,Vaasa Plant,Wind,107
2022-02-13,PL02,Espoo Plant,Solar,58
2022-02-13,PL03,Oulu Plant,Biomass,282
2022-02-13,PL04,Tampere Plant,Nuclear,1110
2022-02-13,PL05,Rovaniemi Plant,Hydro,414
2022-02-14,PL01,Vaasa Plant,Wind,101
2022-02-14,PL02,Espoo Plant,Solar,50
2022-02-14,PL03,Oulu Plant,Biomass,298
2022-02-14,PL04,Tampere Plant,Nuclear,1081
2022-02-14,PL05,Rovaniemi Plant,Hydro,406
2022-02-15,PL01,Vaasa Plant,Wind,99
2022-02-15,PL02,Espoo Plant,Solar,37
2022-02-15,PL03,Oulu Plant,Biomass,299
2022-02-15,PL04,Tampere Plant,Nuclear,1087
2022-02-15,PL05,Rovaniemi Plant,Hydro,412
2022-02-16,PL01,Vaasa Plant,Wind,87
2022-02-16,PL02,Espoo Plant,Solar,49
2022-02-16,PL03,Oulu Plant,Biomass,309
2022-02-16,PL04,Tampere Plant,Nuclear,1118
2022-02-16,PL05,Rovaniemi Plant,Hydro,410
2022-02-17,PL01,Vaasa Plant,Wind,94
2022-02-17,PL02,Espoo Plant,Solar,34
2022-02-17,PL03,Oulu Plant,Biomass,314
2022-02-17,PL04,Tampere Plant,Nuclear,1116
2022-02-17,PL05,Rovaniemi Plant,Hydro,414
2022-02-18,PL01,Vaasa Plant,Wind,101
2022-02-18,PL02,Espoo Plant,Solar,41
2022-02-18,PL03,Oulu Plant,Biomass,285
2022-02-18,PL04,Tampere Plant,Nuclear,1111
2022-02-18,PL05,Rovaniemi Plant,Hydro,397
2022-02-19,PL01,Vaasa Plant,Wind,95
2022-02-19,PL02,Espoo Plant,Solar,30
2022-02-19,PL03,Oulu Plant,Biomass,318
2022-02-19,PL04,Tampere Plant,Nuclear,1082
2022-02-19,PL05,Rovaniemi Plant,Hydro,380
2022-02-20,PL01,Vaasa Plant,Wind,83
2022-02-20,PL02,Espoo Plant,Solar,66
2022-02-20,PL03,Oulu Plant,Biomass,293
2022-02-20,PL04,Tampere Plant,Nuclear,1112
2022-02-20,PL05,Rovaniemi Plant,Hydro,395
2022-02-21,PL01,Vaasa Plant,Wind,82
2022-02-21,PL02,Espoo Plant,Solar,55
2022-02-21,PL03,Oulu Plant,Biomass,293
2022-02-21,PL04,Tampere Plant,Nuclear,1115
2022-02-21,PL05,Rovaniemi Plant,Hydro,408
2022-02-22,PL01,Vaasa Plant,Wind,94
2022-02-22,PL02,Espoo Plant,Solar,39
2022-02-22,PL03,Oulu Plant,Biomass,303
2022-02-22,PL04,Tampere Plant,Nuclear,1115
2022-02-22,PL05,Rovaniemi Plant,Hydro,396
2022-02-23,PL01,Vaasa Plant,Wind,105
2022-02-23,PL02,Espoo Plant,Solar,67
2022-02-23,PL03,Oulu Plant,Biomass,317
2022-02-23,PL04,Tampere Plant,Nuclear,1107
2022-02-23,PL05,Rovaniemi Plant,Hydro,406
2022-02-24,PL01,Vaasa Plant,Wind,110
2022-02-24,PL02,Espoo Plant,Solar,49
2022-02-24,PL03,Oulu Plant,Biomass,296
2022-02-24,PL04,Tampere Plant,Nuclear,1102
2022-02-24,PL05,Rovaniemi Plant,Hydro,385
2022-02-25,PL01,Vaasa Plant,Wind,93
2022-02-25,PL02,Espoo Plant,Solar,62
2022-02-25,PL03,Oulu Plant,Biomass,289
2022-02-25,PL04,Tampere Plant,Nuclear,1084
2022-02-25,PL05,Rovaniemi Plant,Hydro,394
2022-02-26,PL01,Vaasa Plant,Wind,116
2022-02-26,PL02,Espoo Plant,Solar,65
2022-02-26,PL03,Oulu Plant,Biomass,291
2022-02-26,PL04,Tampere Plant,Nuclear,1101
2022-02-26,PL05,Rovaniemi Plant,Hydro,413
2022-02-27,PL01,Vaasa Plant,Wind,86
2022-02-27,PL02,Espoo Plant,Solar,44
2022-02-27,PL03,Oulu Plant,Biomass,300
2022-02-27,PL04,Tampere Plant,Nuclear,1087
2022-02-27,PL05,Rovaniemi Plant,Hydro,398
2022-02-28,PL01,Vaasa Plant,Wind,108
2022-02-28,PL02,Espoo Plant,Solar,51
2022-02-28,PL03,Oulu Plant,Biomass,298
2022-02-28,PL04,Tampere Plant,Nuclear,1102
2022-02-28,PL05,Rovaniemi Plant,Hydro,392
2022-03-01,PL01,Vaasa Plant,Wind,81
2022-03-01,PL02,Espoo Plant,Solar,51
2022-03-01,PL03,Oulu Plant,Biomass,302
2022-03-01,PL04,Tampere Plant,Nuclear,1102
2022-03-01,PL05,Rovaniemi Plant,Hydro,382
2022-03-02,PL01,Vaasa Plant,Wind,81
2022-03-02,PL02,Espoo Plant,Solar,61
2022-03-02,PL03,Oulu Plant,Biomass,299
2022-03-02,PL04,Tampere Plant,Nuclear,1088
2022-03-02,PL05,Rovaniemi Plant,Hydro,386
2022-03-03,PL01,Vaasa Plant,Wind,113
2022-03-03,PL02,Espoo Plant,Solar,69
2022-03-03,PL03,Oulu Plant,Biomass,315
2022-03-03,PL04,Tampere Plant,Nuclear,1104
2022-03-03,PL05,Rovaniemi Plant,Hydro,405
2022-03-04,PL01,Vaasa Plant,Wind,100
2022-03-04,PL02,Espoo Plant,Solar,36
2022-03-04,PL03,Oulu Plant,Biomass,293
2022-03-04,PL04,Tampere Plant,Nuclear,1116
2022-03-04,PL05,Rovaniemi Plant,Hydro,415
2022-03-05,PL01,Vaasa Plant,Wind,101
2022-03-05,PL02,Espoo Plant,Solar,53
2022-03-05,PL03,Oulu Plant,Biomass,301
2022-03-05,PL04,Tampere Plant,Nuclear,1093
2022-03-05,PL05,Rovaniemi Plant,Hydro,407
2022-03-06,PL01,Vaasa Plant,Wind,114
2022-03-06,PL02,Espoo Plant,Solar,64
2022-03-06,PL03,Oulu Plant,Biomass,310
2022-03-06,PL04,Tampere Plant,Nuclear,1094
2022-03-06,PL05,Rovaniemi Plant,Hydro,399
2022-03-07,PL01,Vaasa Plant,Wind,104
2022-03-07,PL02,Espoo Plant,Solar,39
2022-03-07,PL03,Oulu Plant,Biomass,282
2022-03-07,PL04,Tampere Plant,Nuclear,1088
2022-03-07,PL05,Rovaniemi Plant,Hydro,402
2022-03-08,PL01,Vaasa Plant,Wind,118
2022-03-08,PL02,Espoo Plant,Solar,40
2022-03-08,PL03,Oulu Plant,Biomass,314
2022-03-08,PL04,Tampere Plant,Nuclear,1092
2022-03-08,PL05,Rovaniemi Plant,Hydro,389
2022-03-09,PL01,Vaasa Plant,Wind,110
2022-03-09,PL02,Espoo Plant,Solar,37
2022-03-09,PL03,Oulu Plant,Biomass,297
2022-03-09,PL04,Tampere Plant,Nuclear,1096
2022-03-09,PL05,Rovaniemi Plant,Hydro,406
2022-03-10,PL01,Vaasa Plant,Wind,87
2022-03-10,PL02,Espoo Plant,Solar,52
2022-03-10,PL03,Oulu Plant,Biomass,304
2022-03-10,PL04,Tampere Plant,Nuclear,1098
2022-03-10,PL05,Rovaniemi Plant,Hydro,404
2022-03-11,PL01,Vaasa Plant,Wind,104
2022-03-11,PL02,Espoo Plant,Solar,36
2022-03-11,PL03,Oulu Plant,Biomass,318
2022-03-11,PL04,Tampere Plant,Nuclear,1107
2022-03-11,PL05,Rovaniemi Plant,Hydro,394
2022-03-12,PL01,Vaasa Plant,Wind,86
2022-03-12,PL02,Espoo Plant,Solar,48
2022-03-12,PL03,Oulu Plant,Biomass,292
2022-03-12,PL04,Tampere Plant,Nuclear,1111
2022-03-12,PL05,Rovaniemi Plant,Hydro,412
2022-03-13,PL01,Vaasa Plant,Wind,83
2022-03-13,PL02,Espoo Plant,Solar,43
2022-03-13,PL03,Oulu Plant,Biomass,301
2022-03-13,PL04,Tampere Plant,Nuclear,1094
2022-03-13,PL05,Rovaniemi Plant,Hydro,396
2022-03-14,PL01,Vaasa Plant,Wind,112
2022-03-14,PL02,Espoo Plant,Solar,65
2022-03-14,PL03,Oulu Plant,Biomass,282
2022-03-14,PL04,Tampere Plant,Nuclear,1080
2022-03-14,PL05,Rovaniemi Plant,Hydro,387
2022-03-15,PL01,Vaasa Plant,Wind,105
2022-03-15,PL02,Espoo Plant,Solar,60
2022-03-15,PL03,Oulu Plant,Biomass,310
2022-03-15,PL04,Tampere Plant,Nuclear,1118
2022-03-15,PL05,Rovaniemi Plant,Hydro,398
2022-03-16,PL01,Vaasa Plant,Wind,118
2022-03-16,PL02,Espoo Plant,Solar,61
2022-03-16,PL03,Oulu Plant,Biomass,284
2022-03-16,PL04,Tampere Plant,Nuclear,1102
2022-03-16,PL05,Rovaniemi Plant,Hydro,380
2022-03-17,PL01,Vaasa Plant,Wind,109
2022-03-17,PL02,Espoo Plant,Solar,42
2022-03-17,PL03,Oulu Plant,Biomass,301
2022-03-17,PL04,Tampere Plant,Nuclear,1098
2022-03-17,PL05,Rovaniemi Plant,Hydro,412
2022-03-18,PL01,Vaasa Plant,Wind,98
2022-03-18,PL02,Espoo Plant,Solar,33
2022-03-18,PL03,Oulu Plant,Biomass,303
2022-03-18,PL04,Tampere Plant,Nuclear,1105
2022-03-18,PL05,Rovaniemi Plant,Hydro,404
2022-03-19,PL01,Vaasa Plant,Wind,111
2022-03-19,PL02,Espoo Plant,Solar,68
2022-03-19,PL03,Oulu Plant,Biomass,282
2022-03-19,PL04,Tampere Plant,Nuclear,1089
2022-03-19,PL05,Rovaniemi Plant,Hydro,410
2022-03-20,PL01,Vaasa Plant,Wind,114
2022-03-20,PL02,Espoo Plant,Solar,53
2022-03-20,PL03,Oulu Plant,Biomass,284
2022-03-20,PL04,Tampere Plant,Nuclear,1104
2022-03-20,PL05,Rovaniemi Plant,Hydro,386
2022-03-21,PL01,Vaasa Plant,Wind,80
2022-03-21,PL02,Espoo Plant,Solar,38
2022-03-21,PL03,Oulu Plant,Biomass,283
2022-03-21,PL04,Tampere Plant,Nuclear,1089
2022-03-21,PL05,Rovaniemi Plant,Hydro,404
2022-03-22,PL01,Vaasa Plant,Wind,103
2022-03-22,PL02,Espoo Plant,Solar,64
2022-03-22,PL03,Oulu Plant,Biomass,311
2022-03-22,PL04,Tampere Plant,Nuclear,1102
2022-03-22,PL05,Rovaniemi Plant,Hydro,402
2022-03-23,PL01,Vaasa Plant,Wind,101
2022-03-23,PL02,Espoo Plant,Solar,47
2022-03-23,PL03,Oulu Plant,Biomass,315
2022-03-23,PL04,Tampere Plant,Nuclear,1091
2022-03-23,PL05,Rovaniemi Plant,Hydro,394
2022-03-24,PL01,Vaasa Plant,Wind,85
2022-03-24,PL02,Espoo Plant,Solar,65
2022-03-24,PL03,Oulu Plant,Biomass,287
2022-03-24,PL04,Tampere Plant,Nuclear,1086
2022-03-24,PL05,Rovaniemi Plant,Hydro,397
2022-03-25,PL01,Vaasa Plant,Wind,102
2022-03-25,PL02,Espoo Plant,Solar,30
2022-03-25,PL03,Oulu Plant,Biomass,288
2022-03-25,PL04,Tampere Plant,Nuclear,1109
2022-03-25,PL05,Rovaniemi Plant,Hydro,411
2022-03-26,PL01,Vaasa Plant,Wind,116
2022-03-26,PL02,Espoo Plant,Solar,58
2022-03-26,PL03,Oulu Plant,Biomass,295
2022-03-26,PL04,Tampere Plant,Nuclear,1081
2022-03-26,PL05,Rovaniemi Plant,Hydro,413
2022-03-27,PL01,Vaasa Plant,Wind,115
2022-03-27,PL02,Espoo Plant,Solar,33
2022-03-27,PL03,Oulu Plant,Biomass,292
2022-03-27,PL04,Tampere Plant,Nuclear,1100
2022-03-27,PL05,Rovaniemi Plant,Hydro,383
2022-03-28,PL01,Vaasa Plant,Wind,99
2022-03-28,PL02,Espoo Plant,Solar,47
2022-03-28,PL03,Oulu Plant,Biomass,307
2022-03-28,PL04,Tampere Plant,Nuclear,1099
2022-03-28,PL05,Rovaniemi Plant,Hydro,408
2022-03-29,PL01,Vaasa Plant,Wind,87
2022-03-29,PL02,Espoo Plant,Solar,68
2022-03-29,PL03,Oulu Plant,Biomass,311
2022-03-29,PL04,Tampere Plant,Nuclear,1094
2022-03-29,PL05,Rovaniemi Plant,Hydro,397
2022-03-30,PL01,Vaasa Plant,Wind,82
2022-03-30,PL02,Espoo Plant,Solar,42
2022-03-30,PL03,Oulu Plant,Biomass,314
2022-03-30,PL04,Tampere Plant,Nuclear,1116
2022-03-30,PL05,Rovaniemi Plant,Hydro,397
2022-03-31,PL01,Vaasa Plant,Wind,88
2022-03-31,PL02,Espoo Plant,Solar,68
2022-03-31,PL03,Oulu Plant,Biomass,286
2022-03-31,PL04,Tampere Plant,Nuclear,1081
2022-03-31,PL05,Rovaniemi Plant,Hydro,419
2022-04-01,PL01,Vaasa Plant,Wind,91
2022-04-01,PL02,Espoo Plant,Solar,50
2022-04-01,PL03,Oulu Plant,Biomass,314
2022-04-01,PL04,Tampere Plant,Nuclear,1094
2022-04-01,PL05,Rovaniemi Plant,Hydro,397
2022-04-02,PL01,Vaasa Plant,Wind,112
2022-04-02,PL02,Espoo Plant,Solar,46
2022-04-02,PL03,Oulu Plant,Biomass,290
2022-04-02,PL04,Tampere Plant,Nuclear,1108
2022-04-02,PL05,Rovaniemi Plant,Hydro,393
2022-04-03,PL01,Vaasa Plant,Wind,105
2022-04-03,PL02,Espoo Plant,Solar,35
2022-04-03,PL03,Oulu Plant,Biomass,311
2022-04-03,PL04,Tampere Plant,Nuclear,1093
2022-04-03,PL05,Rovaniemi Plant,Hydro,389
2022-04-04,PL01,Vaasa Plant,Wind,83
2022-04-04,PL02,Espoo Plant,Solar,31
2022-04-04,PL03,Oulu Plant,Biomass,291
2022-04-04,PL04,Tampere Plant,Nuclear,1096
2022-04-04,PL05,Rovaniemi Plant,Hydro,406
2022-04-05,PL01,Vaasa Plant,Wind,83
2022-04-05,PL02,Espoo Plant,Solar,61
2022-04-05,PL03,Oulu Plant,Biomass,282
2022-04-05,PL04,Tampere Plant,Nuclear,1093
2022-04-05,PL05,Rovaniemi Plant,Hydro,408
2022-04-06,PL01,Vaasa Plant,Wind,113
2022-04-06,PL02,Espoo Plant,Solar,68
2022-04-06,PL03,Oulu Plant,Biomass,292
2022-04-06,PL04,Tampere Plant,Nuclear,1090
2022-04-06,PL05,Rovaniemi Plant,Hydro,402
2022-04-07,PL01,Vaasa Plant,Wind,106
2022-04-07,PL02,Espoo Plant,Solar,43
2022-04-07,PL03,Oulu Plant,Biomass,296
2022-04-07,PL04,Tampere Plant,Nuclear,1098
2022-04-07,PL05,Rovaniemi Plant,Hydro,387
2022-04-08,PL01,Vaasa Plant,Wind,115
2022-04-08,PL02,Espoo Plant,Solar,60
2022-04-08,PL03,Oulu Plant,Biomass,316
2022-04-08,PL04,Tampere Plant,Nuclear,1093
2022-04-08,PL05,Rovaniemi Plant,Hydro,408
2022-04-09,PL01,Vaasa Plant,Wind,88
2022-04-09,PL02,Espoo Plant,Solar,54
2022-04-09,PL03,Oulu Plant,Biomass,294
2022-04-09,PL04,Tampere Plant,Nuclear,1118
2022-04-09,PL05,Rovaniemi Plant,Hydro,418
2022-04-10,PL01,Vaasa Plant,Wind,95
2022-04-10,PL02,Espoo Plant,Solar,59
2022-04-10,PL03,Oulu Plant,Biomass,285
2022-04-10,PL04,Tampere Plant,Nuclear,1114
2022-04-10,PL05,Rovaniemi Plant,Hydro,409
2022-04-11,PL01,Vaasa Plant,Wind,115
2022-04-11,PL02,Espoo Plant,Solar,54
2022-04-11,PL03,Oulu Plant,Biomass,298
2022-04-11,PL04,Tampere Plant,Nuclear,1113
2022-04-11,PL05,Rovaniemi Plant,Hydro,415
2022-04-12,PL01,Vaasa Plant,Wind,111
2022-04-12,PL02,Espoo Plant,Solar,63
2022-04-12,PL03,Oulu Plant,Biomass,286
2022-04-12,PL04,Tampere Plant,Nuclear,1080
2022-04-12,PL05,Rovaniemi Plant,Hydro,389
2022-04-13,PL01,Vaasa Plant,Wind,84
2022-04-13,PL02,Espoo Plant,Solar,52
2022-04-13,PL03,Oulu Plant,Biomass,286
2022-04-13,PL04,Tampere Plant,Nuclear,1080
2022-04-13,PL05,Rovaniemi Plant,Hydro,408
2022-04-14,PL01,Vaasa Plant,Wind,91
2022-04-14,PL02,Espoo Plant,Solar,62
2022-04-14,PL03,Oulu Plant,Biomass,307
2022-04-14,PL04,Tampere Plant,Nuclear,1083
2022-04-14,PL05,Rovaniemi Plant,Hydro,418
2022-04-15,PL01,Vaasa Plant,Wind,118
2022-04-15,PL02,Espoo Plant,Solar,61
2022-04-15,PL03,Oulu Plant,Biomass,313
2022-04-15,PL04,Tampere Plant,Nuclear,1093
2022-04-15,PL05,Rovaniemi Plant,Hydro,393
2022-04-16,PL01,Vaasa Plant,Wind,97
2022-04-16,PL02,Espoo Plant,Solar,66
2022-04-16,PL03,Oulu Plant,Biomass,310
2022-04-16,PL04,Tampere Plant,Nuclear,1096
2022-04-16,PL05,Rovaniemi Plant,Hydro,419
2022-04-17,PL01,Vaasa Plant,Wind,80
2022-04-17,PL02,Espoo Plant,Solar,43
2022-04-17,PL03,Oulu Plant,Biomass,287
2022-04-17,PL04,Tampere Plant,Nuclear,1089
2022-04-17,PL05,Rovaniemi Plant,Hydro,394
2022-04-18,PL01,Vaasa Plant,Wind,88
2022-04-18,PL02,Espoo Plant,Solar,69
2022-04-18,PL03,Oulu Plant,Biomass,286
2022-04-18,PL04,Tampere Plant,Nuclear,1088
2022-04-18,PL05,Rovaniemi Plant,Hydro,395
2022-04-19,PL01,Vaasa Plant,Wind,86
2022-04-19,PL02,Espoo Plant,Solar,40
2022-04-19,PL03,Oulu Plant,Biomass,280
2022-04-19,PL04,Tampere Plant,Nuclear,1097
2022-04-19,PL05,Rovaniemi Plant,Hydro,394
2022-04-20,PL01,Vaasa Plant,Wind,103
2022-04-20,PL02,Espoo Plant,Solar,52
2022-04-20,PL03,Oulu Plant,Biomass,295
2022-04-20,PL04,Tampere Plant,Nuclear,1117
2022-04-20,PL05,Rovaniemi Plant,Hydro,404
2022-04-21,PL01,Vaasa Plant,Wind,118
2022-04-21,PL02,Espoo Plant,Solar,37
2022-04-21,PL03,Oulu Plant,Biomass,309
2022-04-21,PL04,Tampere Plant,Nuclear,1111
2022-04-21,PL05,Rovaniemi Plant,Hydro,391
2022-04-22,PL01,Vaasa Plant,Wind,118
2022-04-22,PL02,Espoo Plant,Solar,57
2022-04-22,PL03,Oulu Plant,Biomass,304
2022-04-22,PL04,Tampere Plant,Nuclear,1080
2022-04-22,PL05,Rovaniemi Plant,Hydro,381
2022-04-23,PL01,Vaasa Plant,Wind,98
2022-04-23,PL02,Espoo Plant,Solar,64
2022-04-23,PL03,Oulu Plant,Biomass,300
2022-04-23,PL04,Tampere Plant,Nuclear,1102
2022-04-23,PL05,Rovaniemi Plant,Hydro,414
2022-04-24,PL01,Vaasa Plant,Wind,91
2022-04-24,PL02,Espoo Plant,Solar,63
2022-04-24,PL03,Oulu Plant,Biomass,319
2022-04-24,PL04,Tampere Plant,Nuclear,1085
2022-04-24,PL05,Rovaniemi Plant,Hydro,398
2022-04-25,PL01,Vaasa Plant,Wind,114
2022-04-25,PL02,Espoo Plant,Solar,45
2022-04-25,PL03,Oulu Plant,Biomass,307
2022-04-25,PL04,Tampere Plant,Nuclear,1097
2022-04-25,PL05,Rovaniemi Plant,Hydro,411
2022-04-26,PL01,Vaasa Plant,Wind,105
2022-04-26,PL02,Espoo Plant,Solar,57
2022-04-26,PL03,Oulu Plant,Biomass,306
2022-04-26,PL04,Tampere Plant,Nuclear,1110
2022-04-26,PL05,Rovaniemi Plant,Hydro,416
2022-04-27,PL01,Vaasa Plant,Wind,85
2022-04-27,PL02,Espoo Plant,Solar,41
2022-04-27,PL03,Oulu Plant,Biomass,281
2022-04-27,PL04,Tampere Plant,Nuclear,1087
2022-04-27,PL05,Rovaniemi Plant,Hydro,419
2022-04-28,PL01,Vaasa Plant,Wind,85
2022-04-28,PL02,Espoo Plant,Solar,48
2022-04-28,PL03,Oulu Plant,Biomass,313
2022-04-28,PL04,Tampere Plant,Nuclear,1084
2022-04-28,PL05,Rovaniemi Plant,Hydro,392
2022-04-29,PL01,Vaasa Plant,Wind,81
2022-04-29,PL02,Espoo Plant,Solar,51
2022-04-29,PL03,Oulu Plant,Biomass,281
2022-04-29,PL04,Tampere Plant,Nuclear,1098
2022-04-29,PL05,Rovaniemi Plant,Hydro,419
2022-04-30,PL01,Vaasa Plant,Wind,84
2022-04-30,PL02,Espoo Plant,Solar,58
2022-04-30,PL03,Oulu Plant,Biomass,289
2022-04-30,PL04,Tampere Plant,Nuclear,1093
2022-04-30,PL05,Rovaniemi Plant,Hydro,410
2022-05-01,PL01,Vaasa Plant,Wind,92
2022-05-01,PL02,Espoo Plant,Solar,40
2022-05-01,PL03,Oulu Plant,Biomass,294
2022-05-01,PL04,Tampere Plant,Nuclear,1088
2022-05-01,PL05,Rovaniemi Plant,Hydro,397
2022-05-02,PL01,Vaasa Plant,Wind,113
2022-05-02,PL02,Espoo Plant,Solar,61
2022-05-02,PL03,Oulu Plant,Biomass,311
2022-05-02,PL04,Tampere Plant,Nuclear,1093
2022-05-02,PL05,Rovaniemi Plant,Hydro,399
2022-05-03,PL01,Vaasa Plant,Wind,86
2022-05-03,PL02,Espoo Plant,Solar,62
2022-05-03,PL03,Oulu Plant,Biomass,317
2022-05-03,PL04,Tampere Plant,Nuclear,1082
2022-05-03,PL05,Rovaniemi Plant,Hydro,380
2022-05-04,PL01,Vaasa Plant,Wind,86
2022-05-04,PL02,Espoo Plant,Solar,61
2022-05-04,PL03,Oulu Plant,Biomass,296
2022-05-04,PL04,Tampere Plant,Nuclear,1104
2022-05-04,PL05,Rovaniemi Plant,Hydro,385
2022-05-05,PL01,Vaasa Plant,Wind,87
2022-05-05,PL02,Espoo Plant,Solar,39
2022-05-05,PL03,Oulu Plant,Biomass,308
2022-05-05,PL04,Tampere Plant,Nuclear,1110
2022-05-05,PL05,Rovaniemi Plant,Hydro,394
2022-05-06,PL01,Vaasa Plant,Wind,103
2022-05-06,PL02,Espoo Plant,Solar,51
2022-05-06,PL03,Oulu Plant,Biomass,289
2022-05-06,PL04,Tampere Plant,Nuclear,1102
2022-05-06,PL05,Rovaniemi Plant,Hydro,415
2022-05-07,PL01,Vaasa Plant,Wind,106
2022-05-07,PL02,Espoo Plant,Solar,42
2022-05-07,PL03,Oulu Plant,Biomass,311
2022-05-07,PL04,Tampere Plant,Nuclear,1113
2022-05-07,PL05,Rovaniemi Plant,Hydro,396
2022-05-08,PL01,Vaasa Plant,Wind,113
2022-05-08,PL02,Espoo Plant,Solar,50
2022-05-08,PL03,Oulu Plant,Biomass,296
2022-05-08,PL04,Tampere Plant,Nuclear,1085
2022-05-08,PL05,Rovaniemi Plant,Hydro,402
2022-05-09,PL01,Vaasa Plant,Wind,90
2022-05-09,PL02,Espoo Plant,Solar,66
2022-05-09,PL03,Oulu Plant,Biomass,316
2022-05-09,PL04,Tampere Plant,Nuclear,1100
2022-05-09,PL05,Rovaniemi Plant,Hydro,394
2022-05-10,PL01,Vaasa Plant,Wind,92
2022-05-10,PL02,Espoo Plant,Solar,37
2022-05-10,PL03,Oulu Plant,Biomass,313
2022-05-10,PL04,Tampere Plant,Nuclear,1119
2022-05-10,PL05,Rovaniemi Plant,Hydro,394
2022-05-11,PL01,Vaasa Plant,Wind,110
2022-05-11,PL02,Espoo Plant,Solar,50
2022-05-11,PL03,Oulu Plant,Biomass,295
2022-05-11,PL04,Tampere Plant,Nuclear,1111
2022-05-11,PL05,Rovaniemi Plant,Hydro,382
2022-05-12,PL01,Vaasa Plant,Wind,93
2022-05-12,PL02,Espoo Plant,Solar,50
2022-05-12,PL03,Oulu Plant,Biomass,283
2022-05-12,PL04,Tampere Plant,Nuclear,1102
2022-05-12,PL05,Rovaniemi Plant,Hydro,401
2022-05-13,PL01,Vaasa Plant,Wind,111
2022-05-13,PL02,Espoo Plant,Solar,36
2022-05-13,PL03,Oulu Plant,Biomass,309
2022-05-13,PL04,Tampere Plant,Nuclear,1117
2022-05-13,PL05,Rovaniemi Plant,Hydro,403
2022-05-14,PL01,Vaasa Plant,Wind,108
2022-05-14,PL02,Espoo Plant,Solar,56
2022-05-14,PL03,Oulu Plant,Biomass,305
2022-05-14,PL04,Tampere Plant,Nuclear,1116
2022-05-14,PL05,Rovaniemi Plant,Hydro,419
2022-05-15,PL01,Vaasa Plant,Wind,87
2022-05-15,PL02,Espoo Plant,Solar,34
2022-05-15,PL03,Oulu Plant,Biomass,301
2022-05-15,PL04,Tampere Plant,Nuclear,1094
2022-05-15,PL05,Rovaniemi Plant,Hydro,392
2022-05-16,PL01,Vaasa Plant,Wind,106
2022-05-16,PL02,Espoo Plant,Solar,52
2022-05-16,PL03,Oulu Plant,Biomass,303
2022-05-16,PL04,Tampere Plant,Nuclear,1101
2022-05-16,PL05,Rovaniemi Plant,Hydro,409
